gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
29958.0,26822151,False,False,True
79971.0,26911590,True,True,True
57822.0,27018472,True,True,True
5071.0,27018472,False,False,True
10512.0,27036123,False,False,True
51129.0,27036123,True,True,True
7158.0,27036123,False,False,True
2120.0,27145994,True,True,True
26191.0,27193031,False,True,True
7332.0,27193031,False,False,True
23534.0,27193031,False,False,True
57511.0,27193031,True,False,True
10913.0,27193062,True,False,True
8464.0,27193062,False,False,True
2737.0,27193062,True,False,True
5077.0,27193062,False,False,True
860.0,27193062,True,False,True
91133.0,27480026,True,False,True
10913.0,27487801,True,False,True
1548.0,27488534,True,True,True
1549.0,27488534,False,False,True
6514.0,27500523,True,True,True
79068.0,27558924,True,True,True
55270.0,27558924,False,True,True
126147.0,27559109,False,False,True
2524.0,27559109,True,True,True
3115.0,27595289,True,False,True
79750.0,27595289,False,False,True
23274.0,27723758,True,False,True
3117.0,27723758,False,False,True
54806.0,27723758,True,False,True
64135.0,27723758,False,False,True
2263.0,27764800,True,True,True
152831.0,27911795,True,True,True
150280.0,27941131,True,False,True
2160.0,28053049,True,True,True
3827.0,28053049,False,False,True
57698.0,28054174,False,False,True
9423.0,28054174,False,False,True
8626.0,28054174,True,True,True
24.0,28054174,False,False,True
5081.0,28054174,False,False,True
5450.0,28062665,False,False,True
5579.0,28062665,True,False,True
9966.0,28062665,False,False,True
3122.0,28062665,False,False,True
22806.0,28062665,False,False,True
3575.0,28062665,False,False,True
10544.0,28082259,False,False,True
339761.0,28082259,False,False,True
2646.0,28082259,False,False,True
5624.0,28082259,True,False,True
10746.0,28082259,False,False,True
55741.0,28082259,False,False,True
4137.0,28100725,True,True,True
354.0,28139693,True,False,True
26147.0,28139693,False,False,True
2263.0,28139693,False,False,True
85414.0,28139693,False,False,True
221895.0,28139693,False,False,True
3817.0,28139693,False,False,True
55787.0,28139693,False,False,True
6928.0,28139693,False,False,True
253461.0,28139693,False,False,True
5462.0,28139693,False,False,True
53335.0,28139693,False,False,True
10742.0,28139693,False,False,True
55130.0,28139693,False,False,True
4316.0,28139693,False,True,True
4477.0,28139693,False,False,True
7477.0,28171582,True,True,True
5265.0,28265093,True,False,True
4179.0,28289848,True,False,True
10964.0,28289848,True,True,True
10507.0,28296344,True,False,True
150356.0,28319091,True,False,True
10725.0,28360221,True,True,True
2147.0,28373160,False,False,True
2153.0,28373160,False,False,True
2160.0,28373160,False,False,True
23414.0,28373160,True,False,True
28.0,28373160,False,False,True
131096.0,28374850,True,False,True
10599.0,28429243,True,True,True
27201.0,28545128,False,False,True
4004.0,28545128,False,False,True
389421.0,28545128,False,False,True
8532.0,28545128,True,True,True
7157.0,28545128,False,False,True
51319.0,28545128,False,True,True
55843.0,28585551,True,True,True
8292.0,28585551,True,False,True
54209.0,28714976,True,True,True
1378.0,28714976,False,False,True
1191.0,28714976,False,False,True
5336.0,28714976,True,True,True
51225.0,28714976,True,True,True
348.0,28714976,False,False,True
509.0,28714976,False,False,True
1504.0,28754779,True,False,True
92129.0,28754779,False,False,True
11330.0,28754779,False,False,True
79589.0,28754779,False,False,True
54885.0,28754779,False,False,True
842.0,28754779,False,False,True
139212.0,28754779,False,False,True
5645.0,28754779,False,False,True
54830.0,28754779,False,False,True
5644.0,28754779,False,False,True
9075.0,28754779,False,False,True
63036.0,28754779,False,False,True
79710.0,28754779,False,False,True
723961.0,28838971,False,False,True
3481.0,28838971,True,True,True
9313.0,28924153,True,True,True
580.0,28924153,False,False,True
84059.0,28927820,True,False,True
123688.0,29030599,False,False,True
4018.0,29030599,True,False,True
348.0,29030599,False,False,True
80129.0,29058716,False,False,True
4194.0,29058716,False,False,True
675.0,29058716,False,True,True
7015.0,29058716,False,False,True
84456.0,29058716,False,False,True
8648.0,29058716,False,False,True
5195.0,29058716,False,False,True
59352.0,29058716,False,False,True
143888.0,29058716,False,False,True
2099.0,29058716,True,False,True
115.0,29058716,False,False,True
6934.0,29058716,False,False,True
1879.0,29058716,False,False,True
23160.0,29058716,False,False,True
57591.0,29058716,False,False,True
79068.0,29058716,False,False,True
26526.0,29058716,False,False,True
51460.0,29124443,False,False,True
1800.0,29124443,False,False,True
55561.0,29124443,True,False,True
134285.0,29124443,False,False,True
57619.0,29124443,False,False,True
3480.0,29124443,False,False,True
56606.0,29124443,False,False,True
26018.0,29124443,False,False,True
4772.0,29124443,False,False,True
3626.0,29124443,False,False,True
7476.0,29124443,False,False,True
4790.0,29124443,False,False,True
23094.0,29124443,False,False,True
4026.0,29124443,False,False,True
283450.0,29124443,False,False,True
4036.0,29124443,False,False,True
9031.0,29124443,False,False,True
3784.0,29124443,False,False,True
7369.0,29124443,False,False,True
2119.0,29124443,False,False,True
80724.0,29124443,False,False,True
9429.0,29124443,False,False,True
2646.0,29124443,False,False,True
115286.0,29124443,False,False,True
217.0,29124443,False,False,True
8537.0,29124443,False,False,True
2778.0,29124443,False,False,True
6239.0,29124443,False,False,True
10725.0,29124443,False,False,True
116085.0,29124443,False,False,True
8315.0,29124443,False,False,True
256764.0,29124443,False,False,True
7422.0,29124443,False,False,True
